,name,text,date
106,Michael Palin, Bronski? ,1969-10-31 18:46:56
107,Terry Jones, No. No. ,1969-10-31 19:01:36
108,Eric Idle, The fillings! ,1969-10-31 20:10:27
109,Terry Jones," Oh yes, the fillings, of course. How stupid of me. 
            Right, you've got five seconds ... ",1969-10-31 20:13:20
110,Graham Chapman, Drop the bazooka Brian. ,1969-10-31 20:14:46
111,Graham Chapman," I'm glad you could all come to my little ... 
            party. And Flopsy's glad too, aren't you, Flopsy? ",1969-10-31 21:26:14
112,Eric Idle, It's one o'clock. ,1969-10-31 22:30:44
113,Graham Chapman," So it is. Lunch break, everyone back here at 
            two. ",1969-10-31 23:11:26
114,Eric Idle," Hallo ... give me the British Dental Association 
            ... and fast. ",1969-11-01 00:48:17
115,Eric Idle," You see, I knew there was something going on. Of 
            course, the Big Cheese made two mistakes. First of all he didn't 
            recognize me: Lemming, Arthur Lemming, Special Investigator, British 
            Dental Association, and second ... ",1969-11-01 01:35:59
116,Eric Idle," and Caption on Screen: 'IT'S A MAN'S LIFE IN 
            THE BRITISH DENTAL ASSOCIATION' ",1969-11-01 01:42:44
117,Graham Chapman, ,1969-11-01 02:07:58
0,Michael Palin," Oh good, that'll be the Vet, dear. ",1969-11-01 02:19:38
1,Terry Jones, I'd better go and let him in. ,1969-11-01 02:39:07
2,Terry Jones," (stage whisper) It's the Vet, dear. ",1969-11-01 03:04:33
3,Michael Palin," Oh very glad indeed you could come round, sir. ",1969-11-01 03:10:20
4,Graham Chapman," Not at all. Now what seems to be the problem? You can 
            tell me - I'm a Vet, you know. ",1969-11-01 05:38:31
5,Terry Jones," See! Tell him, dear. ",1969-11-01 06:16:17
6,Michael Palin, Well... ,1969-11-01 07:33:42
7,Terry Jones," It's our cat. He doesn't do anything. He just sits 
            out there on the lawn. ",1969-11-01 07:37:31
8,Graham Chapman, Is he ... dead? ,1969-11-01 09:33:00
9,Michael Palin," Oh, no! ",1969-11-01 09:35:58
10,Graham Chapman, ,1969-11-01 10:09:55
11,Terry Jones," He just sits there, all day and every day. ",1969-11-01 12:04:14
12,Michael Palin, And at night. ,1969-11-01 12:17:47
13,Terry Jones," Sh! Almost motionless. We have to take his food 
            out to him. ",1969-11-01 13:39:37
14,Michael Palin, And his milk. ,1969-11-01 14:35:02
15,Terry Jones," Sh! He doesn't do anything. He just sits there.
            ",1969-11-01 15:09:13
16,Graham Chapman, Are you at your wits' end? ,1969-11-01 17:09:07
17,Terry Jones," Definitely, yes. ",1969-11-01 17:16:12
18,Graham Chapman," Hm. I see. Well I think I may be able to help you. 
            You see ... ",1969-11-01 18:03:15
19,Terry Jones, Moping. ,1969-11-01 18:15:56
20,Graham Chapman," In a way, in a way ... hum ... moping, I must 
            remember that. Now, what's to be done? Tell me sir, have you 
            confused your cat recently? ",1969-11-01 18:36:44
21,Michael Palin, Well we ... ,1969-11-01 18:43:28
22,Terry Jones, Sh! No. ,1969-11-01 19:06:57
23,Graham Chapman," Yes ... well I think I can definitely say that your 
            cat badly needs to be confused. ",1969-11-01 21:33:05
24,Terry Jones, What? ,1969-11-01 21:39:47
25,Michael Palin, Sh! What? ,1969-11-01 22:55:57
26,Graham Chapman," Confused. To shake it out of its state of 
            complacency. I'm afraid I'm not personally qualified to confuse 
            cats, but I can recommend an extremely good service. Here is their 
            card. ",1969-11-01 23:15:58
27,Terry Jones, ,1969-11-01 23:21:57
28,Michael Palin, 'Confuse-a-Cat Limited'.' ,1969-11-01 23:50:22
29,Terry Jones, Oh. ,1969-11-02 01:45:00
30,Michael Palin," Squad! Eyes front! Stand at ease. Cat confusers 
            ...shun! ",1969-11-02 02:05:37
31,John Cleese," Well men, we've got a pretty difficult cat to 
            confuse today so let's get straight on with it. Jolly good. Thank 
            you sergeant. ",1969-11-02 02:21:59
32,Michael Palin," Confusers attend to the van and fetch out... 
            wait for it... fetch out the funny things. ",1969-11-02 03:33:07
33,Michael Palin," Stage ready for confusing, sir! ",1969-11-02 03:39:35
34,John Cleese," Very good. Carry on, sergeant. ",1969-11-02 03:41:43
35,Michael Palin," Left turn, double march! ",1969-11-02 03:57:35
36,John Cleese," Right men, confuse the ... cat! ",1969-11-02 04:25:05
37,John Cleese," I hope to God it works. Anyway, we shall know any 
            minute now. ",1969-11-02 05:14:35
38,Terry Jones, I can't believe it. ,1969-11-02 05:23:34
39,Michael Palin, Neither can I. It's just like the old days. ,1969-11-02 05:25:48
40,Terry Jones," Then he's cured. Oh thank you, general. ",1969-11-02 06:05:25
41,Michael Palin, What can we ever do to repay you? ,1969-11-02 06:12:14
42,John Cleese," No need to, sir. It's all in a day's work for 
            Confuse-a-Cat. ",1969-11-02 06:24:15
0,John Cleese," Have you read this, sir? ",1969-11-02 06:29:39
1,Michael Palin," No! Oh, yes, yes - yes. ",1969-11-02 06:30:07
2,John Cleese, Anything to declare? ,1969-11-02 08:40:49
3,Michael Palin," Yes ... no! No! No! No! Nothing to declare, no, 
            nothing in my suitcase no... ",1969-11-02 08:41:57
4,John Cleese," No watches, cameras, radio sets? ",1969-11-02 10:54:07
5,Michael Palin," Oh yes ... four watches ... no, no, no. No. One... 
            one watch...No, no. Not even one watch. No, no watches at all. No, 
            no watches at all. No precision watches, no. ",1969-11-02 11:02:51
6,John Cleese," Which country have you been visiting, sir? ",1969-11-02 11:09:08
7,Michael Palin," Switzerland ... er ... no ... no ... not Switzerland 
            ... er ... not Switzerland, it began with S but it wasn't 
            Switzerland... oh what could it be? Terribly bad memory for names. 
            What's the name of that country where they don't make watches at 
            all? ",1969-11-02 11:37:23
8,John Cleese, Spain? ,1969-11-02 12:05:23
9,Michael Palin," Spain! That's it. Spain, yes, mm. ",1969-11-02 14:32:31
10,John Cleese," The label says 'Zurich', sir. ",1969-11-02 17:02:41
11,Michael Palin, Yes well ... it was Spain then. ,1969-11-02 17:18:41
12,John Cleese," Zurich's in Switzerland, sir. ",1969-11-02 17:45:06
13,Michael Palin," Switzerland, yes mm ... mm ... yes. ",1969-11-02 18:01:21
14,John Cleese, Switzerland - where they make the watches. ,1969-11-02 19:06:38
15,Michael Palin," Oh, nice shed you've got here. ",1969-11-02 19:10:42
16,John Cleese," Have you, er, got any Swiss currency, sir? ",1969-11-02 20:32:08
17,Michael Palin," No... just the watches... er just my watch, er, my 
            watch on the currency... I've kept a watch of the currency, and I've 
            watched it and I haven't got any. ",1969-11-02 21:30:48
18,John Cleese, That come out a bit glib didn't it? ,1969-11-02 22:26:03
19,Michael Palin," No, no, heavens no, no... just vests. ",1969-11-02 22:37:01
20,John Cleese, Sounded a bit like an alarm going off. ,1969-11-02 22:50:15
21,Michael Palin," Well it can't have been... it must be a vest, er, 
            going off. ",1969-11-02 22:51:25
22,John Cleese, Going Off ,1969-11-03 02:01:24
23,Michael Palin," All right, I confess, I'm a smuggler ... This whole 
            case is crammed full of Swiss watches and clocks. I've been 
            purposely trying to deceive Her Majesty's Customs and Excise. I've 
            been a bloody fool. ",1969-11-03 04:03:47
24,John Cleese," I don't believe you, sir. ",1969-11-03 04:11:17
25,Michael Palin," It's true. I'm, er, guilty of smuggling. ",1969-11-03 04:38:24
26,John Cleese," Don't give me that, sir ... you couldn't smuggle 
            a piece of greaseproof paper let alone a case full of watches. ",1969-11-03 05:24:40
27,Michael Palin," What do you mean! I've smuggled watches before, you 
            know! I've smuggled bombs, cameras, microfilms, aircraft components, 
            you name it - I've smuggled it. ",1969-11-03 07:08:28
28,John Cleese," Now come along please, you're wasting our time... 
            move along please. ",1969-11-03 07:13:45
29,Michael Palin, Look! ,1969-11-03 07:34:11
30,John Cleese," Look, for all I know, sir, you could've bought 
            these in London before you ever went to Switzerland. ",1969-11-03 09:43:24
31,Michael Palin, What? I wouldn't buy two thousand clocks. ,1969-11-03 10:07:25
32,John Cleese," People do, now close your case move along please 
            come on. Don't waste our time, we're out to catch the real 
            smugglers. Come on. ",1969-11-03 12:00:35
33,Michael Palin, ,1969-11-03 14:18:08
34,Eric Idle, Poor fellow. I think he needs help. ,1969-11-03 15:29:14
35,John Cleese," Right, cut the wisecracks, vicar. Get to the 
            search room, and strip. ",1969-11-03 15:59:30
0,Terry Jones," Well to discuss the implications of 
            that sketch and to consider the moral problems raised by the 
            law-enforcement methods involved we have a duck, a cat and a lizard. 
            Now first of all I'd like to put this question to you please, 
            lizard. How effective do you consider the legal weapons employed by 
            legal customs officers, nowadays? ",1969-11-03 16:01:04
2,Terry Jones," I'm not in the street you fairy.
            ",1969-11-03 18:17:40
3,John Cleese," Well, er, speaking as a man in 
            the street... ",1969-11-03 18:28:59
4,Michael Palin, What was the question again? ,1969-11-03 21:51:40
5,John Cleese," Just how relevant are contemporary 
            customs regulations and currency restrictions in a modern expanding 
            industrial economy? ",1969-11-03 21:53:32
6,Eric Idle," Well I think customs men should be 
            armed, so they can kill people carrying more than two hundred 
            cigarettes. ",1969-11-03 22:48:01
7,Michael Palin, ,1969-11-03 22:48:27
9,Terry Jones, Why? ,1969-11-04 00:26:13
11,Eric Idle, ,1969-11-04 01:27:47
0,Eric Idle, Door's open. ,1969-11-04 01:53:22
1,Graham Chapman, Oh. Yes. ,1969-11-04 02:37:45
2,Eric Idle," Well what sort of substances, officer? ",1969-11-04 02:41:59
3,Graham Chapman, Er... certain substances. ,1969-11-04 04:37:06
4,Eric Idle," Well, what sort of certain substances? ",1969-11-04 05:05:02
5,Graham Chapman," Er, certain substances of an illicit nature.
            ",1969-11-04 05:17:04
6,Eric Idle," Er, could you be more specific? ",1969-11-04 05:22:09
7,Graham Chapman, I beg your pardon? ,1969-11-04 05:36:34
8,Eric Idle, Could you be 'clearer'. ,1969-11-04 05:50:54
9,Graham Chapman," Oh, oh ... yes, er ... certain substances on 
            the premises. To be removed for clinical tests. ",1969-11-04 06:22:48
10,Eric Idle, Have you got anything particular in mind? ,1969-11-04 06:35:54
11,Graham Chapman, Well what have you got? ,1969-11-04 07:11:51
12,Eric Idle," Nothing, officer. ",1969-11-04 07:32:34
13,Graham Chapman, You are Sandy Camp the actor? ,1969-11-04 07:43:17
14,Eric Idle, Yes. ,1969-11-04 08:23:28
15,Graham Chapman," I must warn you, sir, that outside I have 
            police dog Josephine, who is not only armed, and trained to sniff 
            out certain substances, but is also a junkie. ",1969-11-04 08:34:42
16,Eric Idle, What are you after ... ? ,1969-11-04 09:15:23
17,Graham Chapman, ,1969-11-04 09:25:36
18,Eric Idle," Wait a minute. You just got that out of your 
            pocket. ",1969-11-04 09:35:34
19,Graham Chapman, What? ,1969-11-04 09:54:15
20,Eric Idle, ,1969-11-04 11:34:59
21,Graham Chapman," Sandwiches? Blimey. Whatever did I give the 
            wife? ",1969-11-04 11:36:41
24,Eric Idle," Well I think they should attack things, like 
            that - with satire. I mean Ned Sherrin. Fair's fair. I think people 
            should be able to make up their own minds for me. ",1969-11-04 14:38:56
25,Terry Jones," Well I think they should attack the 
            fuddy-duddy attitudes of the lower middle classes which permit the 
            establishment to survive and keep the mores of the whole country 
            back where they were in the nineteenth century and the ghastly days 
            of the pre-sexual revolution. ",1969-11-04 14:44:54
26,Michael Palin," Well that's, er, very interesting, because, er, 
            I am, in fact, made entirely of wood. ",1969-11-04 19:51:55
27,John Cleese," Well I think they should attack the lower 
            classes, er, first with bombs, and rockets destroying their homes, 
            and then when they run helpless into the streets, er, mowing them 
            down with machine guns. Er, and then of course releasing the 
            vultures. I know these views aren't popular, but I have never 
            courted popularity. ",1969-11-04 20:45:16
28,Michael Palin, I think there should be more race prejudice. ,1969-11-04 21:30:41
30,Michael Palin, Less race prejudice.,1969-11-04 21:49:15
0,Eric Idle," (ERIC) ... and several butchers' aprons. In 
            Fulham this morning a jeweler's shop was broken into and jewelry to 
            the value of £2,000 stolen. Police have issued this picture of a man 
            they wish to interview. ",1969-11-04 22:08:13
1,John Cleese," We understand a man is now helping 
            police with their enquiries. And that is the end of the news. ",1969-11-04 22:51:06
2,Eric Idle," Ah, I, Um terribly sorry it's not in fact 
            'Match of the Day'-, it is in fact edited highlights of tonight's 
            romantic movie. Er. Sorry. ",1969-11-05 03:15:08
4,Terry Jones, Oh Dora. Why not? ,1969-11-05 04:24:55
7,Terry Jones," Just one more, dear. ",1969-11-05 06:35:05
0,John Cleese," You know I really enjoy 
            interviewing applicants for this management training course. ",1969-11-05 08:43:55
1,Graham Chapman, Thank you. ,1969-11-05 08:47:29
2,John Cleese, ,1969-11-05 09:12:04
3,Graham Chapman, I'm sorry. ,1969-11-05 10:17:02
4,John Cleese, Take a seat. ,1969-11-05 10:56:45
5,Graham Chapman, Good morning. ,1969-11-05 11:02:41
6,John Cleese, Good morning. ,1969-11-05 13:11:01
7,Graham Chapman, Good morning. ,1969-11-05 14:27:11
8,John Cleese, ,1969-11-05 14:38:36
9,Graham Chapman," Well, well, you said 'good morning'. Ha, 
            ha. ",1969-11-05 14:58:50
10,John Cleese, ,1969-11-05 15:40:23
11,Graham Chapman," Ah, good afternoon. ",1969-11-05 16:01:44
12,John Cleese, Oh dear. ,1969-11-05 17:30:10
13,Graham Chapman, ... Goodbye? ,1969-11-05 17:39:53
14,John Cleese," Ha, ha. No. ",1969-11-05 19:27:26
15,Graham Chapman, Er why did you ring the bell? ,1969-11-05 20:47:33
